Authors	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	Link	Affiliations	Authors with affiliations	Abstract	Author Keywords	Index Keywords	Molecular Sequence Numbers	Chemicals/CAS	Tradenames	Manufacturers	Funding Details	References	Correspondence Address	Editors	Sponsors	Publisher	Conference name	Conference date	Conference location	Conference code	ISSN	ISBN	CODEN	DOI	PubMed ID	Language of Original Document	Abbreviated Source Title	Document Type	Source
Likitlersuang S., Surarak C., Wanatowski D., Oh E., Balasubramaniam A.	Finite element analysis of a deep excavation: A case study from the Bangkok MRT	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84884382627&partnerID=40&md5=84662c9e16c0e23a914e67584d9b821f	Department of Civil Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailand; Command and General Staff College, Royal Thai Army, Thailand; Faculty of Science and Engineering, University of Nottingham Ningbo, China; School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia	Likitlersuang, S., Department of Civil Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailand; Surarak, C., Command and General Staff College, Royal Thai Army, Thailand, School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia; Wanatowski, D., Faculty of Science and Engineering, University of Nottingham Ningbo, China; Oh, E., School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia; Balasubramaniam, A., School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia	The Bangkok metropolitan area, located on a thick river soft clay deposit, has recently started a construction project on a mass rapid transit underground railway (MRT). This paper presents a finite element study on the Bangkok MRT underground construction project. The excavation of Sukhumvit Station was selected as the case study for the FEM numerical modelling in this paper. The numerical study focuses on the initial input on the ground conditions and the constitutive soil models. The geotechnical parameters were selected based on the soil investigation reports carried out for the purpose of the construction. The parameters selected for the constitutive models used in the FEM analysis were calibrated against the laboratory testing results. Finally, all the FEM simulations were compared with the data from field investigations. © 2013 Japanese Geotechnical Society.	Bangkok clay; Deep excavation; Finite element method; Mass rapid transit								Likitlersuang, S.; Department of Civil Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailandemail: suched.l@eng.chula.ac.th								00380806		SOIFB	10.1016/j.sandf.2013.08.013		English	Soils Found.	Article in Press	Scopus
Jia R., Hino T., Chai J., Hamada T., Yoshimura M.	Interpretation of density profile of seabed sediment from nuclear density cone penetration test results	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84884400229&partnerID=40&md5=1cab77bf3e75b3e0a46d29094a383046	Institute of Lowland and Marine Research, Saga University, 1 Honjo-machi, Saga City, Saga 840-8502, Japan; Department of Civil Engineering and Architecture, Saga University, 1 Honjo-machi, Saga City, Saga 840-8502, Japan; Soil and Rock Engineering Co., Ltd., 2-21-1 Shonaisakae-machi, Toyonaka City, Osaka 561-0834, Japan	Jia, R., Institute of Lowland and Marine Research, Saga University, 1 Honjo-machi, Saga City, Saga 840-8502, Japan; Hino, T., Institute of Lowland and Marine Research, Saga University, 1 Honjo-machi, Saga City, Saga 840-8502, Japan; Chai, J., Department of Civil Engineering and Architecture, Saga University, 1 Honjo-machi, Saga City, Saga 840-8502, Japan; Hamada, T., Institute of Lowland and Marine Research, Saga University, 1 Honjo-machi, Saga City, Saga 840-8502, Japan; Yoshimura, M., Soil and Rock Engineering Co., Ltd., 2-21-1 Shonaisakae-machi, Toyonaka City, Osaka 561-0834, Japan	The nuclear density cone penetration test (ND-CPT) is used to investigate the wet density (�?) of soft soil deposits under the sea. In the ND-CPT, the density is determined by the count rate ratio (R�? ) of the gamma rays detected by the detector to the gamma rays from the source. Thus, the ND-CPT measures the average wet density of the material within a spheroid volume around the central point of the source and the detector, which is designated as �?c. The measured �?c values are considerably different from the actual �? of the seabed sediment because the density varies significantly with depth. We designate the layer of seabed sediment in which the density increases rapidly with depth as the upper layer and the layer below it as the lower layer. A method is proposed to deduce the actual �? profile from the measured �?c profile. The upper and the lower boundaries of the upper layer of the seabed sediment can be directly determined from the measured �?c profile as well as the distance (2b) between the gamma ray source and the detector. Based on the results of a back analysis of the measured �?c profile at Isahaya Bay, Ariake Sea, Japan, the density distribution in the upper layer of the seabed sediment can be approximated as a square root function of depth. Comparisons of the measured �?c profiles, obtained using the ND-CPT, and the actual �? profiles, deduced by the proposed method, show that the actual �? are obviously different from the measured �?c near the upper and the lower boundaries of the upper layer of the seabed sediment. The thickness of the upper layer of the seabed sediment at Isahaya Bay lies in the range of 0.05-0.55 m. © 2013 Japanese Geotechnical Society.	Density profile; Nuclear density cone penetration test (ND-CPT); Seabed sediment								Jia, R.; Institute of Lowland and Marine Research, Saga University, 1 Honjo-machi, Saga City, Saga 840-8502,email: jiarui@ilt.saga-u.ac.jp								00380806		SOIFB	10.1016/j.sandf.2013.08.005		English	Soils Found.	Article in Press	Scopus
Estabragh A.R., Moghadas M., Javadi A.A.	Effect of different types of wetting fluids on the behaviour of expansive soil during wetting and drying	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84884410547&partnerID=40&md5=6164e5e0f0e207030bfb54bd1e95a991	Faculty of Soil and Water Engineering, University of Tehran, PO Box 4411, Karaj 31587-77871, Iran; Computational Geomechanics Group, College of Engineering, Mathematics and Physical Sciences, University of Exeter, Devon EX4 4QF, UK	Estabragh, A.R., Faculty of Soil and Water Engineering, University of Tehran, PO Box 4411, Karaj 31587-77871, Iran; Moghadas, M., Faculty of Soil and Water Engineering, University of Tehran, PO Box 4411, Karaj 31587-77871, Iran; Javadi, A.A., Computational Geomechanics Group, College of Engineering, Mathematics and Physical Sciences, University of Exeter, Devon EX4 4QF, UK	This paper presents the results of an experimental investigation into the mechanical behaviour of an expansive soil during wetting and drying cycles. The experimental tests were conducted in a modified oedometer under two different surcharge pressures (10 and 20 kPa). During the tests, the samples were inundated with different types of wetting fluids (distilled water, saline water and acidic water). The volumetric deformation, void ratio and water content of the samples were determined during cycles of wetting and drying. The results show that the swelling potential increases with an increasing number of wetting and drying cycles. The effect of the distilled water on the swelling potential is not the same as that of the saline water or the acidic water, particularly for different surcharge pressures. The variations in void ratio and water content show that, at the equilibrium condition, the wetting and drying paths converge to nearly an S-shaped curve. This curve consists of a linear portion and two curved portions, and the majority of the deformation is located between the saturation curves of 90% and 40%. © 2013 Japanese Geotechnical Society.	Acidic water; Distilled water; Expansive soil; Saline water; Wetting and drying								Estabragh, A.R.; Faculty of Soil and Water Engineering, University of Tehran, PO Box 4411, Karaj 31587-77871, Iranemail: raeesi@ut.ac.ir								00380806		SOIFB	10.1016/j.sandf.2013.08.001		English	Soils Found.	Article in Press	Scopus
Li Z., Katsumi T., Inui T., Takai A.	Fabric effect on hydraulic conductivity of kaolin under different chemical and biochemical conditions	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84884275270&partnerID=40&md5=80896cd8058e433c9d3897a4b7faf7b9	Department of Civil Engineering, University of Ottawa, Canada; GSGES, Kyoto University, Japan	Li, Z., Department of Civil Engineering, University of Ottawa, Canada; Katsumi, T., GSGES, Kyoto University, Japan; Inui, T., GSGES, Kyoto University, Japan; Takai, A., GSGES, Kyoto University, Japan	A reasonably less permeable compacted clay liner (CCL) is critical to the long-term safety of waste containment facilities. This study experimentally investigates a variety of factors, including salinity, pH, fluctuation in permeant, permeation duration and presence of microorganisms, that are found to influence the hydraulic conductivity (k) of consolidated kaolin and the fabrics of suspended kaolin. Amongst these factors, a reduction in hydraulic conductivity of up to 4 orders of magnitude is obtained from the modification of the microfabrics of kaolin; a reduction of 2 orders of magnitude is brought about by bioclogging; a reduction of 1 order of magnitude is related to the concentrated Ca solution (&gt;10 mM). The hydraulic conductivity of consolidated kaolin can obviously be changed by adjusting the fabrics of the kaolin particles, e.g., clogging the pore spaces with bioslurry, permeating them with alkaline solution, or transforming the kaolin into metakaolin. An effluent pH larger than the isoelectric point (pHIEP) leads to a rapid reduction in k until 1×10-11 m/s. A 3-dimensional fabric map was established for kaolin suspension in contact with a wide range of Ca concentrations and pH levels. The fabrics of kaolin suspension are predominated by a salt concentration (C&gt;2.0 mM) and a pH solution (C&lt;2.0 mM), respectively. © 2013 Japanese Geotechnical Society.	Bioclogging; CCL; Fabrics; Hydraulic conductivity; Kaolin								Li, Z.; Department of Civil Engineering, University of Ottawa, Canadaemail: lazyhero@live.cn								00380806		SOIFB	10.1016/j.sandf.2013.08.006		English	Soils Found.	Article in Press	Scopus
Polidori E.	Discussion on the compression behaviour of reconstituted soils by B. Shipton, M.R. Coop [Soils and Foundations 52 (4) (2012) 668-681]	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84883677062&partnerID=40&md5=fefd36e8023d73790fb251f203ae1384	Department of Earth, Life and Environmental Sciences, University of Urbino 'Carlo Bo', Scientific Campus, 61029 Urbino (PU), Italy	Polidori, E., Department of Earth, Life and Environmental Sciences, University of Urbino 'Carlo Bo', Scientific Campus, 61029 Urbino (PU), Italy	[No abstract available]									Polidori, E.; Department of Earth, Life and Environmental Sciences, University of Urbino 'Carlo Bo', Scientific Caemail: ennio.polidori@uniurb.it								00380806		SOIFB	10.1016/j.sandf.2013.08.015		English	Soils Found.	Article in Press	Scopus
Guo P., Stolle D.F.E.	Coupled analysis of bifurcation and shear band in saturated soils	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84880670423&partnerID=40&md5=3a166604d7da21432b9db1bbf99c597d	Department of Civil Engineering, McMaster University, Hamilton, Ont., Canada	Guo, P., Department of Civil Engineering, McMaster University, Hamilton, Ont., Canada; Stolle, D.F.E., Department of Civil Engineering, McMaster University, Hamilton, Ont., Canada	The focus of this study is the analysis of the onset of a shear band in saturated soils under biaxial stress conditions taking into account bifurcation in both pore pressure and soil skeleton. By considering the saturated soil as a two-phase medium, the inhomogeneous displacement and pore pressure fields are assumed to be nonlinear and satisfy the continuity conditions of displacements, displacement gradients and excess pore pressure on the boundaries of the band. It is shown that bifurcation may take place in loose, contractive soils in the form of two-phase diffuse mode or localized mode of soil skeleton deformation. For low permeability saturated soils, the onset of a shear band occurs at peak friction, with the shear band parallel to Coulomb's failure plane. Numerical examples using a simple stress-strain model are given to demonstrate the occurrence of the onset of a shear band and its inclination, as a function of the void ratio and the initial consolidation pressure. © 2013 The Japanese Geotechnical Society.	Bifurcation; Deformation; Granular material; Instability IGC: D6/E13; Shear band								Guo, P.; Department of Civil Engineering, McMaster University, Hamilton, Ont., Canadaemail: guop@mcmaster.ca								00380806		SOIFB	10.1016/j.sandf.2013.06.005		English	Soils Found.	Article in Press	Scopus
Horpibulsuk S., Phetchuay C., Chinkulkijniwat A., Cholaphatsorn A.	Strength development in silty clay stabilized with calcium carbide residue and fly ash	2013	Soils and Foundations							1	http://www.scopus.com/inward/record.url?eid=2-s2.0-84878273683&partnerID=40&md5=ef5145b01f1631616d96c00ed501cf62	School of Civil Engineering, Suranaree University of Technology, 111 University Avenue, Muang District, Nakhon Ratchasima 30000, Thailand	Horpibulsuk, S., School of Civil Engineering, Suranaree University of Technology, 111 University Avenue, Muang District, Nakhon Ratchasima 30000, Thailand; Phetchuay, C., School of Civil Engineering, Suranaree University of Technology, 111 University Avenue, Muang District, Nakhon Ratchasima 30000, Thailand; Chinkulkijniwat, A., School of Civil Engineering, Suranaree University of Technology, 111 University Avenue, Muang District, Nakhon Ratchasima 30000, Thailand; Cholaphatsorn, A., School of Civil Engineering, Suranaree University of Technology, 111 University Avenue, Muang District, Nakhon Ratchasima 30000, Thailand	Calcium carbide residue (CCR) and fly ash (FA) are waste products from acetylene gas factories and power plants, respectively. The mixture of CCR and FA can produce a cementitious material because CCR contains a large amount of Ca(OH)2 while FA is a pozzolanic material. Soil stabilization by CCR is classified using three zones: active, inert and deterioration. In the active zone, the natural pozzolanic material in the soil is adequate to produce a pozzolanic reaction. Hence, the input of FA into this zone does not significantly improve strength. Strength in the inert zone can be significantly increased by adding FA. FA improves the densification and pozzolanic reaction. The deterioration zone is not recommended for use in practice, even with the input of FA. The unsoundness due to free lime hinders strength development. Although the soaked and unsoaked strengths depend mainly on the CCR and FA contents, most of the ratios of soaked strength to unsoaked strength vary between 0.45 and 0.65. It is proved that a mixture of CCR and FA can be used for soil stabilization instead of ordinary Portland cement. The possible mechanism regarding the control of strength development presented in this paper can be applied to other clayey soils stabilized with different cementitious materials produced from Ca(OH)2-rich and pozzolanic materials. This putative mechanism is also fundamental for further studies involving the development of rational dosage methodologies. © 2013 The Japanese Geotechnical Society.	Calcium carbide residual; Fly ash; Pozzolanic reaction; Soil stabilization; Unconfined compressive strength; Waste material								Horpibulsuk, S.; School of Civil Engineering, Suranaree University of Technology, 111 University Avenue, Muang Distriemail: suksun@g.sut.ac.th								00380806		SOIFB	10.1016/j.sandf.2013.06.001		English	Soils Found.	Article in Press	Scopus
Lee J., Yun T.S., Lee D., Lee J.	Assessment of K0 correlation to strength for granular materials	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84880579580&partnerID=40&md5=7031bb2c0ef81bf0e8564036e10b7275	School of Civil and Environmental Engineering, Yonsei University, Seoul, Republic of Korea	Lee, J., School of Civil and Environmental Engineering, Yonsei University, Seoul, Republic of Korea; Yun, T.S., School of Civil and Environmental Engineering, Yonsei University, Seoul, Republic of Korea; Lee, D., School of Civil and Environmental Engineering, Yonsei University, Seoul, Republic of Korea; Lee, J., School of Civil and Environmental Engineering, Yonsei University, Seoul, Republic of Korea	The coefficient of lateral stress at rest K0 is a state soil variable, yet is well correlated to strength. As different types of friction angles can be defined, it is important to examine the applicability of K0-strength correlation and further clarify the mechanism of K0-stress state. In this study, the values of K0 were experimentally investigated for different types of granular materials, focusing on its correlation to material strength and the effect of particle shape and surface roughness. For this purpose, laboratory tests were conducted to directly measure K0 of natural sand, spherically shaped glass bead, and surface-etched glass bead packings under various stress and soil conditions. Triaxial and other basic property tests were also conducted to characterize the test granular materials. It was revealed that the effect of material density on K0 differed depending on the stress history whereas the effect of particle surface roughness, within the range considered in this study, was relatively small. Test results highlight that the values of the friction angle employed into Jaky's K0 equation to match measured K0 values are not unique, showing a state-dependent aspect. Inter-particle stress analysis was introduced to assess the correlation of K0 to the friction angle as postulated by Jaky's K0 equation. © 2013 The Japanese Geotechnical Society.	Coefficient of lateral earth pressure at rest; Granular materials; Internal friction angle; Shear strength; Thin wall oedometer test								Lee, J.; School of Civil and Environmental Engineering, Yonsei University, Seoul, Republic of Koreaemail: junlee@yonsei.ac.kr								00380806		SOIFB	10.1016/j.sandf.2013.06.009		English	Soils Found.	Article in Press	Scopus
Likitlersuang S., Teachavorasinskun S., Surarak C., Oh E., Balasubramaniam A.	Small strain stiffness and stiffness degradation curve of Bangkok Clays	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84880581783&partnerID=40&md5=f8d48870370f921cb6ea0457c58bee6b	Department of Civil Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailand; Command and General Staff College, Royal Thai Army, Thailand; School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia	Likitlersuang, S., Department of Civil Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailand; Teachavorasinskun, S., Department of Civil Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailand; Surarak, C., Command and General Staff College, Royal Thai Army, Thailand, School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia; Oh, E., School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia; Balasubramaniam, A., School of Engineering, Griffith University, Gold Coast Campus, Queensland, Australia	The small strain stiffness and the stiffness degradation curve of soils are required in advanced numerical analyses of geotechnical engineering problems. The shear modulus at small strain (Gmax ) and the reference shear strain parameter (γ0.7) are, for instance, two of the input parameters in a finite element analysis with the hardening soil model with small strain stiffness. The stiffness and strength parameters for the hardening soil model of soft and stiff Bangkok Clays has recently been published (Surarak et al., 2012). This paper is a continuation on the previous study on the stiffness of Bangkok Clay, and focuses on the small strain characteristics. The data are from the Bangkok MRT Blue line project as well as comprehensive studies at Chulalongkorn University and the Asian Institute of Technology. Based on these laboratory and field testing data, the parameters Gmax and γ0.7 can be determined using well-known empirical correlations and the concept of threshold shear strain. Finally, a comparison between the measured data and predictions is made. © 2013 The Japanese Geotechnical Society.	Bangkok Clay; Shear modulus; Small strain; Stiffness degradation curve								Likitlersuang, S.; Department of Civil Engineering, Faculty of Engineering, Chulalongkorn University, Bangkok, Thailandemail: suched.l@eng.chula.ac.th								00380806		SOIFB	10.1016/j.sandf.2013.06.003		English	Soils Found.	Article in Press	Scopus
Sun S.-W., Zhu B.-Z., Wang J.-C.	Design method for stabilization of earth slopes with micropiles	2013	Soils and Foundations								http://www.scopus.com/inward/record.url?eid=2-s2.0-84880610331&partnerID=40&md5=6a1c8580e5e39ca301f165315ef11df8	Faculty of Resources and Safety Engineering, China University of Mining and Technology (Beijing), Beijing 100083, China; Northwest Research Institute Co., Ltd. of C.R.E.C., Lanzhou 730000, China	Sun, S.-W., Faculty of Resources and Safety Engineering, China University of Mining and Technology (Beijing), Beijing 100083, China; Zhu, B.-Z., Northwest Research Institute Co., Ltd. of C.R.E.C., Lanzhou 730000, China; Wang, J.-C., Faculty of Resources and Safety Engineering, China University of Mining and Technology (Beijing), Beijing 100083, China	As one of the measures for slope fast reinforcement, micropiles are always designed as a group. In this paper, an analytic model for the ultimate resistance of micropile is proposed, based on a beam-column equation and an existing p-y curve method. As such, an iterative process to find the bending moment and shear capacity of the micropile section has been developed. The formulation for calculating the inner force and deflection of the micropile using the finite difference method is derived. Special attention is given to determine the spacing of micropiles with the aim of achieving the ultimate shear capacity of the micropile group. Thus, a new design method for micropiles for earth slope stabilization is proposed that includes details about choosing a location for the micropiles within the existing slope, selecting micropile cross section, estimating the length of the micropile, evaluating the shear capacity of the micropiles group, calculating the spacing required to provide force to stabilize the slope and the design of the concrete cap beam. The application of the method to an embankment landslide in Qinghai province, China, is described, and monitoring data indicated that slope movement had effectively ceased as a result of the slope stabilization measure, which verified the effectiveness of the design method. © 2013 The Japanese Geotechnical Society.	Design method; Earth slope stabilization; Finite difference method; Micropiles group; p-y Curve								Sun, S.-W.; Faculty of Resources and Safety Engineering, China University of Mining and Technology (Beijing), Beemail: sunshuwei@cumtb.edu.cn								00380806		SOIFB	10.1016/j.sandf.2013.06.002		English	Soils Found.	Article in Press	Scopus
